id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
"OC-5658,2024-02-01,2024-02-18,DistribuidoraTech SA,Smartphones,103158757.58,Contado,Pagado",,,,,,,
"OC-5659,2024-02-01,2024-02-11,MegaComputo SRL,ComputaciÃ³n,159993158.72,Contado,Pagado",,,,,,,
"OC-5660,2024-02-01,2024-02-14,DistribuidoraTech SA,Tablets,54809743.99,Contado,Pagado",,,,,,,
"OC-5661,2024-02-01,2024-02-12,ElectroImport SA,TV/Audio,97421966.13,Contado,Pagado",,,,,,,
"OC-5662,2024-02-01,2024-02-11,AccesoriosTotal SRL,Accesorios,40372385.47,30 dÃ­as,Pagado",,,,,,,
"OC-5663,2024-02-01,2024-02-19,MegaComputo SRL,PerifÃ©ricos,62806169.39,Contado,Pagado",,,,,,,
"OC-5664,2024-02-01,2024-02-20,MegaComputo SRL,Almacenamiento,38651771.54,Contado,Pagado",,,,,,,
"OC-5665,2024-02-01,2024-02-18,NetSupply SA,Redes,30487042.64,Contado,Pagado",,,,,,,
"OC-5666,2024-02-01,2024-02-12,NetSupply SA,Seguridad,24001768.86,30 dÃ­as,Pagado",,,,,,,
"OC-5667,2024-03-01,2024-03-18,DistribuidoraTech SA,Smartphones,133975246.05,60 dÃ­as,Pagado",,,,,,,
"OC-5668,2024-03-01,2024-03-18,MegaComputo SRL,ComputaciÃ³n,135426073.14,Contado,Pagado",,,,,,,
"OC-5669,2024-03-01,2024-03-13,DistribuidoraTech SA,Tablets,56315303.07,30 dÃ­as,Pagado",,,,,,,
"OC-5670,2024-03-01,2024-03-13,ElectroImport SA,TV/Audio,104073739.26,60 dÃ­as,Pagado",,,,,,,
"OC-5671,2024-03-01,2024-03-17,AccesoriosTotal SRL,Accesorios,57676140.74,30 dÃ­as,Pagado",,,,,,,
"OC-5672,2024-03-01,2024-03-18,MegaComputo SRL,PerifÃ©ricos,67683618.37,Contado,Pagado",,,,,,,
"OC-5673,2024-03-01,2024-03-11,MegaComputo SRL,Almacenamiento,37401234.98,Contado,Pagado",,,,,,,
"OC-5674,2024-03-01,2024-03-12,NetSupply SA,Redes,31418196.56,60 dÃ­as,Pagado",,,,,,,
"OC-5675,2024-03-01,2024-03-20,NetSupply SA,Seguridad,21921433.89,30 dÃ­as,Pagado",,,,,,,
"OC-5676,2024-04-01,2024-04-13,DistribuidoraTech SA,Smartphones,144255464.58,Contado,Pagado",,,,,,,
"OC-5677,2024-04-01,2024-04-16,MegaComputo SRL,ComputaciÃ³n,150599074.01,60 dÃ­as,Pagado",,,,,,,
"OC-5678,2024-04-01,2024-04-06,DistribuidoraTech SA,Tablets,63596688.85,Contado,Pagado",,,,,,,
"OC-5679,2024-04-01,2024-04-15,ElectroImport SA,TV/Audio,138407220.22,Contado,Pagado",,,,,,,
"OC-5680,2024-04-01,2024-04-09,AccesoriosTotal SRL,Accesorios,53704796.78,Contado,Pagado",,,,,,,
"OC-5681,2024-04-01,2024-04-12,MegaComputo SRL,PerifÃ©ricos,70816500.97,30 dÃ­as,Pagado",,,,,,,
"OC-5682,2024-04-01,2024-04-15,MegaComputo SRL,Almacenamiento,39663844.61,60 dÃ­as,Pagado",,,,,,,
"OC-5683,2024-04-01,2024-04-06,NetSupply SA,Redes,34345456.96,30 dÃ­as,Pagado",,,,,,,
"OC-5684,2024-04-01,2024-04-19,NetSupply SA,Seguridad,25679818.61,30 dÃ­as,Pagado",,,,,,,
"OC-5685,2024-05-01,2024-05-12,DistribuidoraTech SA,Smartphones,138592954.76,60 dÃ­as,Pagado",,,,,,,
"OC-5686,2024-05-01,2024-05-12,MegaComputo SRL,ComputaciÃ³n,143009820.0,30 dÃ­as,Pagado",,,,,,,
"OC-5687,2024-05-01,2024-05-12,DistribuidoraTech SA,Tablets,62450301.5,30 dÃ­as,Pagado",,,,,,,
"OC-5688,2024-05-01,2024-05-19,ElectroImport SA,TV/Audio,123824026.76,Contado,Pagado",,,,,,,
"OC-5689,2024-05-01,2024-05-08,AccesoriosTotal SRL,Accesorios,59254820.65,Contado,Pagado",,,,,,,
"OC-5690,2024-05-01,2024-05-18,MegaComputo SRL,PerifÃ©ricos,74635944.64,Contado,Pagado",,,,,,,
"OC-5691,2024-05-01,2024-05-05,MegaComputo SRL,Almacenamiento,43941503.23,60 dÃ­as,Pagado",,,,,,,
"OC-5692,2024-05-01,2024-05-13,NetSupply SA,Redes,38454357.17,60 dÃ­as,Pagado",,,,,,,
"OC-5693,2024-05-01,2024-05-14,NetSupply SA,Seguridad,30614290.45,60 dÃ­as,Pagado",,,,,,,
"OC-5694,2024-06-01,2024-06-19,DistribuidoraTech SA,Smartphones,163111853.2,30 dÃ­as,Pagado",,,,,,,
"OC-5695,2024-06-01,2024-06-11,MegaComputo SRL,ComputaciÃ³n,174314097.05,30 dÃ­as,Pagado",,,,,,,
"OC-5696,2024-06-01,2024-06-13,DistribuidoraTech SA,Tablets,77492008.83,Contado,Pagado",,,,,,,
"OC-5697,2024-06-01,2024-06-18,ElectroImport SA,TV/Audio,109271470.07,30 dÃ­as,Pagado",,,,,,,
"OC-5698,2024-06-01,2024-06-12,AccesoriosTotal SRL,Accesorios,61105733.04,60 dÃ­as,Pagado",,,,,,,
"OC-5699,2024-06-01,2024-06-07,MegaComputo SRL,PerifÃ©ricos,76160519.48,60 dÃ­as,Pagado",,,,,,,
"OC-5700,2024-06-01,2024-06-10,MegaComputo SRL,Almacenamiento,51334865.89,Contado,Pagado",,,,,,,
"OC-5701,2024-06-01,2024-06-15,NetSupply SA,Redes,38922883.35,60 dÃ­as,Pagado",,,,,,,
"OC-5702,2024-06-01,2024-06-10,NetSupply SA,Seguridad,30007774.87,60 dÃ­as,Pagado",,,,,,,
"OC-5703,2024-07-01,2024-07-18,DistribuidoraTech SA,Smartphones,176331526.11,60 dÃ­as,Pagado",,,,,,,
"OC-5704,2024-07-01,2024-07-10,MegaComputo SRL,ComputaciÃ³n,203562503.28,Contado,Pagado",,,,,,,
"OC-5705,2024-07-01,2024-07-05,DistribuidoraTech SA,Tablets,82895213.57,60 dÃ­as,Pagado",,,,,,,
"OC-5706,2024-07-01,2024-07-06,ElectroImport SA,TV/Audio,149479556.53,Contado,Pagado",,,,,,,
"OC-5707,2024-07-01,2024-07-14,AccesoriosTotal SRL,Accesorios,70231121.15,30 dÃ­as,Pagado",,,,,,,
"OC-5708,2024-07-01,2024-07-08,MegaComputo SRL,PerifÃ©ricos,88915343.56,Contado,Pagado",,,,,,,
"OC-5709,2024-07-01,2024-07-08,MegaComputo SRL,Almacenamiento,51094883.99,60 dÃ­as,Pagado",,,,,,,
"OC-5710,2024-07-01,2024-07-14,NetSupply SA,Redes,42346316.57,30 dÃ­as,Pagado",,,,,,,
"OC-5711,2024-07-01,2024-07-07,NetSupply SA,Seguridad,32074821.92,60 dÃ­as,Pagado",,,,,,,
"OC-5712,2024-08-01,2024-08-08,DistribuidoraTech SA,Smartphones,142365732.11,30 dÃ­as,Pagado",,,,,,,
"OC-5713,2024-08-01,2024-08-18,MegaComputo SRL,ComputaciÃ³n,127046338.15,30 dÃ­as,Pagado",,,,,,,
"OC-5714,2024-08-01,2024-08-14,DistribuidoraTech SA,Tablets,54350922.73,30 dÃ­as,Pagado",,,,,,,
"OC-5715,2024-08-01,2024-08-08,ElectroImport SA,TV/Audio,124026766.48,Contado,Pagado",,,,,,,
"OC-5716,2024-08-01,2024-08-19,AccesoriosTotal SRL,Accesorios,53454611.39,30 dÃ­as,Pagado",,,,,,,
"OC-5717,2024-08-01,2024-08-07,MegaComputo SRL,PerifÃ©ricos,68198489.34,30 dÃ­as,Pagado",,,,,,,
"OC-5718,2024-08-01,2024-08-07,MegaComputo SRL,Almacenamiento,36541650.9,Contado,Pagado",,,,,,,
"OC-5719,2024-08-01,2024-08-10,NetSupply SA,Redes,35031142.68,Contado,Pagado",,,,,,,
"OC-5720,2024-08-01,2024-08-07,NetSupply SA,Seguridad,29943375.12,Contado,Pagado",,,,,,,
"OC-5721,2024-09-01,2024-09-10,DistribuidoraTech SA,Smartphones,157309383.72,60 dÃ­as,Pagado",,,,,,,
"OC-5722,2024-09-01,2024-09-08,MegaComputo SRL,ComputaciÃ³n,136236379.6,Contado,Pagado",,,,,,,
"OC-5723,2024-09-01,2024-09-09,DistribuidoraTech SA,Tablets,69357581.31,60 dÃ­as,Pagado",,,,,,,
"OC-5724,2024-09-01,2024-09-11,ElectroImport SA,TV/Audio,112853800.75,60 dÃ­as,Pagado",,,,,,,
"OC-5725,2024-09-01,2024-09-15,AccesoriosTotal SRL,Accesorios,44983226.28,30 dÃ­as,Pagado",,,,,,,
"OC-5726,2024-09-01,2024-09-06,MegaComputo SRL,PerifÃ©ricos,61793560.22,60 dÃ­as,Pagado",,,,,,,
"OC-5727,2024-09-01,2024-09-16,MegaComputo SRL,Almacenamiento,35923078.45,Contado,Pagado",,,,,,,
"OC-5728,2024-09-01,2024-09-05,NetSupply SA,Redes,36934550.35,30 dÃ­as,Pagado",,,,,,,
"OC-5729,2024-09-01,2024-09-11,NetSupply SA,Seguridad,27769099.04,Contado,Pagado",,,,,,,
"OC-5730,2024-10-01,2024-10-05,DistribuidoraTech SA,Smartphones,161553549.9,60 dÃ­as,Pagado",,,,,,,
"OC-5731,2024-10-01,2024-10-06,MegaComputo SRL,ComputaciÃ³n,186050981.7,Contado,Pagado",,,,,,,
"OC-5732,2024-10-01,2024-10-14,DistribuidoraTech SA,Tablets,87469771.69,60 dÃ­as,Pagado",,,,,,,
"OC-5733,2024-10-01,2024-10-17,ElectroImport SA,TV/Audio,133131099.87,30 dÃ­as,Pagado",,,,,,,
"OC-5734,2024-10-01,2024-10-11,AccesoriosTotal SRL,Accesorios,69964763.27,30 dÃ­as,Pagado",,,,,,,
"OC-5735,2024-10-01,2024-10-17,MegaComputo SRL,PerifÃ©ricos,89512499.45,30 dÃ­as,Pagado",,,,,,,
"OC-5736,2024-10-01,2024-10-11,MegaComputo SRL,Almacenamiento,46162950.56,30 dÃ­as,Pagado",,,,,,,
"OC-5737,2024-10-01,2024-10-14,NetSupply SA,Redes,44532163.42,30 dÃ­as,Pagado",,,,,,,
"OC-5738,2024-10-01,2024-10-09,NetSupply SA,Seguridad,36594050.79,30 dÃ­as,Pagado",,,,,,,
"OC-5739,2024-11-01,2024-11-10,DistribuidoraTech SA,Smartphones,252234865.75,30 dÃ­as,Pagado",,,,,,,
"OC-5740,2024-11-01,2024-11-10,MegaComputo SRL,ComputaciÃ³n,253902067.75,60 dÃ­as,Pagado",,,,,,,
"OC-5741,2024-11-01,2024-11-06,DistribuidoraTech SA,Tablets,112973580.91,Contado,Pagado",,,,,,,
"OC-5742,2024-11-01,2024-11-09,ElectroImport SA,TV/Audio,194178865.91,Contado,Pagado",,,,,,,
"OC-5743,2024-11-01,2024-11-14,AccesoriosTotal SRL,Accesorios,93927255.23,60 dÃ­as,Pagado",,,,,,,
"OC-5744,2024-11-01,2024-11-20,MegaComputo SRL,PerifÃ©ricos,125329962.12,30 dÃ­as,Pagado",,,,,,,
"OC-5745,2024-11-01,2024-11-18,MegaComputo SRL,Almacenamiento,79842021.1,30 dÃ­as,Pagado",,,,,,,
"OC-5746,2024-11-01,2024-11-20,NetSupply SA,Redes,62700350.53,Contado,Pagado",,,,,,,
"OC-5747,2024-11-01,2024-11-10,NetSupply SA,Seguridad,46432254.65,60 dÃ­as,Pagado",,,,,,,
"OC-5748,2024-12-01,2024-12-18,DistribuidoraTech SA,Smartphones,196464162.9,30 dÃ­as,Pagado",,,,,,,
"OC-5749,2024-12-01,2024-12-10,MegaComputo SRL,ComputaciÃ³n,234379218.89,Contado,Pagado",,,,,,,
"OC-5750,2024-12-01,2024-12-09,DistribuidoraTech SA,Tablets,93137633.94,60 dÃ­as,Pagado",,,,,,,
"OC-5751,2024-12-01,2024-12-20,ElectroImport SA,TV/Audio,178248259.68,60 dÃ­as,Pagado",,,,,,,
"OC-5752,2024-12-01,2024-12-12,AccesoriosTotal SRL,Accesorios,75560808.23,30 dÃ­as,Pagado",,,,,,,
"OC-5753,2024-12-01,2024-12-20,MegaComputo SRL,PerifÃ©ricos,110705389.27,30 dÃ­as,Pagado",,,,,,,
"OC-5754,2024-12-01,2024-12-18,MegaComputo SRL,Almacenamiento,54486513.49,30 dÃ­as,Pagado",,,,,,,
"OC-5755,2024-12-01,2024-12-11,NetSupply SA,Redes,50396216.8,30 dÃ­as,Pagado",,,,,,,
"OC-5756,2024-12-01,2024-12-12,NetSupply SA,Seguridad,42797765.78,60 dÃ­as,Pagado",,,,,,,
"OC-5757,2025-01-01,2025-01-16,DistribuidoraTech SA,Smartphones,251886932.87,30 dÃ­as,Pagado",,,,,,,
"OC-5758,2025-01-01,2025-01-15,MegaComputo SRL,ComputaciÃ³n,289404184.75,60 dÃ­as,Pagado",,,,,,,
"OC-5759,2025-01-01,2025-01-17,DistribuidoraTech SA,Tablets,127056209.63,Contado,Pagado",,,,,,,
"OC-5760,2025-01-01,2025-01-12,ElectroImport SA,TV/Audio,194110841.13,60 dÃ­as,Pagado",,,,,,,
"OC-5761,2025-01-01,2025-01-09,AccesoriosTotal SRL,Accesorios,90249720.4,60 dÃ­as,Pagado",,,,,,,
"OC-5762,2025-01-01,2025-01-14,MegaComputo SRL,PerifÃ©ricos,115546825.3,Contado,Pagado",,,,,,,
"OC-5763,2025-01-01,2025-01-05,MegaComputo SRL,Almacenamiento,75710050.33,30 dÃ­as,Pagado",,,,,,,
"OC-5764,2025-01-01,2025-01-06,NetSupply SA,Redes,69876228.76,Contado,Pagado",,,,,,,
"OC-5765,2025-01-01,2025-01-19,NetSupply SA,Seguridad,49558031.71,Contado,Pagado",,,,,,,
"OC-5766,2025-02-01,2025-02-18,DistribuidoraTech SA,Smartphones,248339389.37,Contado,Pagado",,,,,,,
"OC-5767,2025-02-01,2025-02-06,MegaComputo SRL,ComputaciÃ³n,209292713.42,30 dÃ­as,Pagado",,,,,,,
"OC-5768,2025-02-01,2025-02-19,DistribuidoraTech SA,Tablets,81979717.11,Contado,Pagado",,,,,,,
"OC-5769,2025-02-01,2025-02-12,ElectroImport SA,TV/Audio,172622991.8,Contado,Pagado",,,,,,,
"OC-5770,2025-02-01,2025-02-16,AccesoriosTotal SRL,Accesorios,80881960.11,Contado,Pagado",,,,,,,
"OC-5771,2025-02-01,2025-02-13,MegaComputo SRL,PerifÃ©ricos,99528445.83,60 dÃ­as,Pagado",,,,,,,
"OC-5772,2025-02-01,2025-02-12,MegaComputo SRL,Almacenamiento,63650590.6,Contado,Pagado",,,,,,,
"OC-5773,2025-02-01,2025-02-14,NetSupply SA,Redes,47732087.71,Contado,Pagado",,,,,,,
"OC-5774,2025-02-01,2025-02-18,NetSupply SA,Seguridad,44210088.5,Contado,Pagado",,,,,,,
"OC-5775,2025-03-01,2025-03-16,DistribuidoraTech SA,Smartphones,272417691.1,Contado,Pagado",,,,,,,
"OC-5776,2025-03-01,2025-03-11,MegaComputo SRL,ComputaciÃ³n,286594863.84,Contado,Pagado",,,,,,,
"OC-5777,2025-03-01,2025-03-08,DistribuidoraTech SA,Tablets,122736946.54,30 dÃ­as,Pagado",,,,,,,
"OC-5778,2025-03-01,2025-03-15,ElectroImport SA,TV/Audio,247404831.21,30 dÃ­as,Pagado",,,,,,,
"OC-5779,2025-03-01,2025-03-13,AccesoriosTotal SRL,Accesorios,105177939.02,Contado,Pagado",,,,,,,
"OC-5780,2025-03-01,2025-03-13,MegaComputo SRL,PerifÃ©ricos,128846440.2,60 dÃ­as,Pagado",,,,,,,
"OC-5781,2025-03-01,2025-03-10,MegaComputo SRL,Almacenamiento,84790939.01,30 dÃ­as,Pagado",,,,,,,
"OC-5782,2025-03-01,2025-03-10,NetSupply SA,Redes,63497039.46,60 dÃ­as,Pagado",,,,,,,
"OC-5783,2025-03-01,2025-03-05,NetSupply SA,Seguridad,55710150.32,Contado,Pagado",,,,,,,
"OC-5784,2025-04-01,2025-04-15,DistribuidoraTech SA,Smartphones,297540855.47,60 dÃ­as,Pagado",,,,,,,
"OC-5785,2025-04-01,2025-04-15,MegaComputo SRL,ComputaciÃ³n,341500230.49,Contado,Pagado",,,,,,,
"OC-5786,2025-04-01,2025-04-10,DistribuidoraTech SA,Tablets,122412822.48,60 dÃ­as,Pagado",,,,,,,
"OC-5787,2025-04-01,2025-04-13,ElectroImport SA,TV/Audio,199769171.08,60 dÃ­as,Pagado",,,,,,,
"OC-5788,2025-04-01,2025-04-09,AccesoriosTotal SRL,Accesorios,109380898.96,60 dÃ­as,Pagado",,,,,,,
"OC-5789,2025-04-01,2025-04-07,MegaComputo SRL,PerifÃ©ricos,141570634.91,Contado,Pagado",,,,,,,
"OC-5790,2025-04-01,2025-04-14,MegaComputo SRL,Almacenamiento,79620502.75,Contado,Pagado",,,,,,,
"OC-5791,2025-04-01,2025-04-17,NetSupply SA,Redes,70535909.88,60 dÃ­as,Pagado",,,,,,,
"OC-5792,2025-04-01,2025-04-16,NetSupply SA,Seguridad,63624482.05,Contado,Pagado",,,,,,,
"OC-5793,2025-05-01,2025-05-18,DistribuidoraTech SA,Smartphones,435603272.47,Contado,Pagado",,,,,,,
"OC-5794,2025-05-01,2025-05-08,MegaComputo SRL,ComputaciÃ³n,469611957.46,Contado,Pagado",,,,,,,
"OC-5795,2025-05-01,2025-05-12,DistribuidoraTech SA,Tablets,220821722.24,Contado,Pagado",,,,,,,
"OC-5796,2025-05-01,2025-05-09,ElectroImport SA,TV/Audio,328962575.52,60 dÃ­as,Pagado",,,,,,,
"OC-5797,2025-05-01,2025-05-10,AccesoriosTotal SRL,Accesorios,182767326.9,30 dÃ­as,Pagado",,,,,,,
"OC-5798,2025-05-01,2025-05-20,MegaComputo SRL,PerifÃ©ricos,218661050.07,60 dÃ­as,Pagado",,,,,,,
"OC-5799,2025-05-01,2025-05-12,MegaComputo SRL,Almacenamiento,118822180.13,30 dÃ­as,Pagado",,,,,,,
"OC-5800,2025-05-01,2025-05-17,NetSupply SA,Redes,112808160.93,60 dÃ­as,Pagado",,,,,,,
"OC-5801,2025-05-01,2025-05-06,NetSupply SA,Seguridad,86705290.83,60 dÃ­as,Pagado",,,,,,,
"OC-5802,2025-06-01,2025-06-20,DistribuidoraTech SA,Smartphones,399478472.13,Contado,Pagado",,,,,,,
"OC-5803,2025-06-01,2025-06-05,MegaComputo SRL,ComputaciÃ³n,429062591.52,60 dÃ­as,Pagado",,,,,,,
"OC-5804,2025-06-01,2025-06-06,DistribuidoraTech SA,Tablets,175187252.22,Contado,Pagado",,,,,,,
"OC-5805,2025-06-01,2025-06-10,ElectroImport SA,TV/Audio,283828684.3,30 dÃ­as,Pagado",,,,,,,
"OC-5806,2025-06-01,2025-06-13,AccesoriosTotal SRL,Accesorios,146618879.02,30 dÃ­as,Pagado",,,,,,,
"OC-5807,2025-06-01,2025-06-12,MegaComputo SRL,PerifÃ©ricos,195817809.51,60 dÃ­as,Pagado",,,,,,,
"OC-5808,2025-06-01,2025-06-18,MegaComputo SRL,Almacenamiento,106983953.9,Contado,Pagado",,,,,,,
"OC-5809,2025-06-01,2025-06-08,NetSupply SA,Redes,95685050.3,Contado,Pagado",,,,,,,
"OC-5810,2025-06-01,2025-06-15,NetSupply SA,Seguridad,78932671.21,60 dÃ­as,Pagado",,,,,,,
"OC-5811,2025-07-01,2025-07-14,DistribuidoraTech SA,Smartphones,452711595.74,30 dÃ­as,Pagado",,,,,,,
"OC-5812,2025-07-01,2025-07-08,MegaComputo SRL,ComputaciÃ³n,449521479.2,30 dÃ­as,Pagado",,,,,,,
"OC-5813,2025-07-01,2025-07-08,DistribuidoraTech SA,Tablets,186177352.05,30 dÃ­as,Pagado",,,,,,,
"OC-5814,2025-07-01,2025-07-17,ElectroImport SA,TV/Audio,347061455.64,30 dÃ­as,Pagado",,,,,,,
"OC-5815,2025-07-01,2025-07-08,AccesoriosTotal SRL,Accesorios,160834947.86,60 dÃ­as,Pagado",,,,,,,
"OC-5816,2025-07-01,2025-07-16,MegaComputo SRL,PerifÃ©ricos,189930631.05,30 dÃ­as,Pagado",,,,,,,
"OC-5817,2025-07-01,2025-07-20,MegaComputo SRL,Almacenamiento,131759830.6,Contado,Pagado",,,,,,,
"OC-5818,2025-07-01,2025-07-08,NetSupply SA,Redes,104545129.91,60 dÃ­as,Pagado",,,,,,,
"OC-5819,2025-07-01,2025-07-08,NetSupply SA,Seguridad,89086343.83,Contado,Pagado",,,,,,,
"OC-5820,2025-08-01,2025-08-07,DistribuidoraTech SA,Smartphones,294214253.87,Contado,Pagado",,,,,,,
"OC-5821,2025-08-01,2025-08-12,MegaComputo SRL,ComputaciÃ³n,341533434.54,60 dÃ­as,Pagado",,,,,,,
"OC-5822,2025-08-01,2025-08-06,DistribuidoraTech SA,Tablets,118723925.08,30 dÃ­as,Pagado",,,,,,,
"OC-5823,2025-08-01,2025-08-18,ElectroImport SA,TV/Audio,258657779.26,30 dÃ­as,Pagado",,,,,,,
"OC-5824,2025-08-01,2025-08-10,AccesoriosTotal SRL,Accesorios,118036307.94,60 dÃ­as,Pagado",,,,,,,
"OC-5825,2025-08-01,2025-08-16,MegaComputo SRL,PerifÃ©ricos,152448284.4,30 dÃ­as,Pagado",,,,,,,
"OC-5826,2025-08-01,2025-08-14,MegaComputo SRL,Almacenamiento,91369839.29,Contado,Pagado",,,,,,,
"OC-5827,2025-08-01,2025-08-09,NetSupply SA,Redes,74939082.22,Contado,Pagado",,,,,,,
"OC-5828,2025-08-01,2025-08-20,NetSupply SA,Seguridad,61984421.97,60 dÃ­as,Pagado",,,,,,,
"OC-5829,2025-09-01,2025-09-17,DistribuidoraTech SA,Smartphones,339081387.51,Contado,Pagado",,,,,,,
"OC-5830,2025-09-01,2025-09-09,MegaComputo SRL,ComputaciÃ³n,379122537.14,60 dÃ­as,Pagado",,,,,,,
"OC-5831,2025-09-01,2025-09-19,DistribuidoraTech SA,Tablets,137079645.98,Contado,Pagado",,,,,,,
"OC-5832,2025-09-01,2025-09-08,ElectroImport SA,TV/Audio,287697963.69,30 dÃ­as,Pagado",,,,,,,
"OC-5833,2025-09-01,2025-09-05,AccesoriosTotal SRL,Accesorios,134141760.82,30 dÃ­as,Pagado",,,,,,,
"OC-5834,2025-09-01,2025-09-12,MegaComputo SRL,PerifÃ©ricos,173971255.2,30 dÃ­as,Pagado",,,,,,,
"OC-5835,2025-09-01,2025-09-17,MegaComputo SRL,Almacenamiento,100565689.15,30 dÃ­as,Pagado",,,,,,,
"OC-5836,2025-09-01,2025-09-14,NetSupply SA,Redes,77460964.44,30 dÃ­as,Pagado",,,,,,,
"OC-5837,2025-09-01,2025-09-06,NetSupply SA,Seguridad,81461780.58,30 dÃ­as,Pagado",,,,,,,
"OC-5838,2025-10-01,2025-10-15,DistribuidoraTech SA,Smartphones,396648922.44,60 dÃ­as,Pagado",,,,,,,
"OC-5839,2025-10-01,2025-10-07,MegaComputo SRL,ComputaciÃ³n,377437832.18,60 dÃ­as,Pagado",,,,,,,
"OC-5840,2025-10-01,2025-10-14,DistribuidoraTech SA,Tablets,175410186.41,60 dÃ­as,Pagado",,,,,,,
"OC-5841,2025-10-01,2025-10-05,ElectroImport SA,TV/Audio,304293518.4,30 dÃ­as,Pagado",,,,,,,
"OC-5842,2025-10-01,2025-10-06,AccesoriosTotal SRL,Accesorios,155037720.56,30 dÃ­as,Pagado",,,,,,,
"OC-5843,2025-10-01,2025-10-20,MegaComputo SRL,PerifÃ©ricos,170645747.61,60 dÃ­as,Pagado",,,,,,,
"OC-5844,2025-10-01,2025-10-16,MegaComputo SRL,Almacenamiento,118089753.03,60 dÃ­as,Pagado",,,,,,,
"OC-5845,2025-10-01,2025-10-20,NetSupply SA,Redes,91319325.13,60 dÃ­as,Pagado",,,,,,,
"OC-5846,2025-10-01,2025-10-18,NetSupply SA,Seguridad,87810186.1,60 dÃ­as,Pagado",,,,,,,
"OC-5847,2025-11-01,2025-11-13,DistribuidoraTech SA,Smartphones,466341065.65,Contado,Pagado",,,,,,,
"OC-5848,2025-11-01,2025-11-05,MegaComputo SRL,ComputaciÃ³n,547154989.23,60 dÃ­as,Pagado",,,,,,,
"OC-5849,2025-11-01,2025-11-20,DistribuidoraTech SA,Tablets,226633658.45,30 dÃ­as,Pagado",,,,,,,
"OC-5850,2025-11-01,2025-11-18,ElectroImport SA,TV/Audio,389728290.29,Contado,Pagado",,,,,,,
"OC-5851,2025-11-01,2025-11-18,AccesoriosTotal SRL,Accesorios,190588682.72,60 dÃ­as,Pagado",,,,,,,
"OC-5852,2025-11-01,2025-11-14,MegaComputo SRL,PerifÃ©ricos,255835503.39,Contado,Pagado",,,,,,,
"OC-5853,2025-11-01,2025-11-18,MegaComputo SRL,Almacenamiento,134090645.01,60 dÃ­as,Pagado",,,,,,,
"OC-5854,2025-11-01,2025-11-13,NetSupply SA,Redes,124630429.1,Contado,Pagado",,,,,,,
"OC-5855,2025-11-01,2025-11-15,NetSupply SA,Seguridad,90944556.45,60 dÃ­as,Pagado",,,,,,,
"OC-5856,2025-12-01,2025-12-15,DistribuidoraTech SA,Smartphones,478191234.64,60 dÃ­as,Pagado",,,,,,,
"OC-5857,2025-12-01,2025-12-14,MegaComputo SRL,ComputaciÃ³n,471653078.82,30 dÃ­as,Pagado",,,,,,,
"OC-5858,2025-12-01,2025-12-07,DistribuidoraTech SA,Tablets,191344752.63,Contado,Pagado",,,,,,,
"OC-5859,2025-12-01,2025-12-15,ElectroImport SA,TV/Audio,377484263.09,60 dÃ­as,Pagado",,,,,,,
"OC-5860,2025-12-01,2025-12-08,AccesoriosTotal SRL,Accesorios,206173556.62,Contado,Pagado",,,,,,,
"OC-5861,2025-12-01,2025-12-10,MegaComputo SRL,PerifÃ©ricos,233515565.65,60 dÃ­as,Pagado",,,,,,,
"OC-5862,2025-12-01,2025-12-14,MegaComputo SRL,Almacenamiento,161672086.59,60 dÃ­as,Pagado",,,,,,,
"OC-5863,2025-12-01,2025-12-15,NetSupply SA,Redes,122456257.25,60 dÃ­as,Pagado",,,,,,,
"OC-5864,2025-12-01,2025-12-16,NetSupply SA,Seguridad,93667826.65,60 dÃ­as,Pagado",,,,,,,
